0.40,0.43,-0.00
0.32,0.39,-0.03
0.36,0.39,0.08
0.23,0.26,0.14
0.18,0.35,0.16
0.04,0.18,0.20
-0.10,0.17,0.27
-0.07,0.24,0.24
-0.10,0.20,0.08
-0.09,0.31,0.14
-0.16,0.27,0.03
-0.20,0.35,-0.05
-0.19,0.45,-0.01
-0.17,0.60,0.01
-0.12,0.69,-0.01
0.03,0.67,0.01
0.16,0.71,-0.06
0.25,0.56,-0.08
0.24,0.52,-0.03
0.22,0.39,0.03
0.26,0.36,0.00
0.31,0.35,0.08
0.28,0.30,0.07
0.16,0.27,0.10
0.05,0.17,0.21
-0.10,0.14,0.16
-0.07,0.23,0.20
-0.12,0.17,0.05
-0.12,0.35,0.21
-0.25,0.25,-0.05

