-0.47,0.99,-0.09
-0.52,0.95,0.15
-0.15,1.01,-0.04
-0.04,0.86,0.03
0.30,0.75,-0.08
0.29,0.53,0.08
0.61,0.51,0.01
0.53,0.42,-0.03
0.43,0.40,0.15
0.46,0.47,0.06
0.39,0.43,0.11
-0.03,0.38,0.03
0.11,0.43,0.14
-0.29,0.51,0.26
-0.15,0.60,0.10
-0.41,0.54,0.02
-0.27,0.64,0.13
-0.51,0.56,0.02
-0.55,0.49,0.07
-0.73,0.59,0.09
-0.56,0.68,0.07
-0.54,0.91,0.17
0.03,1.03,-0.02
-0.07,0.88,0.02
0.22,0.75,-0.20
0.41,0.55,0.02
0.49,0.48,-0.01
0.44,0.37,0.11
0.43,0.32,0.16
0.58,0.29,0.06

