0.17,0.21,0.12
0.07,0.08,0.12
-0.11,0.08,0.24
-0.03,0.07,0.35
-0.14,0.00,0.00
-0.02,0.09,0.11
-0.27,0.06,-0.15
-0.17,0.29,0.01
-0.33,0.26,-0.17
-0.28,0.71,0.21
-0.28,0.51,-0.02
-0.15,0.52,0.05
-0.03,0.60,0.02
0.15,0.61,0.03
0.16,0.54,0.01
0.12,0.47,-0.02
0.20,0.43,-0.03
0.13,0.33,-0.11
0.37,0.50,0.09
0.33,0.26,0.13
0.23,0.20,0.10
0.32,0.33,0.20
0.10,0.25,0.26
-0.09,0.02,0.17
-0.12,0.08,0.34
-0.19,0.02,0.06
-0.21,0.26,0.11
-0.26,0.26,-0.03
-0.24,0.37,0.05
-0.34,0.44,-0.04

