-0.34,0.94,0.01
-0.30,0.89,-0.00
-0.09,0.87,-0.00
0.35,0.87,0.00
0.55,0.71,-0.02
0.79,0.64,-0.05
0.73,0.47,0.06
0.80,0.38,-0.02
0.70,0.22,0.07
0.67,0.18,-0.04
0.27,0.22,-0.02
0.00,0.29,0.21
-0.38,0.32,0.32
-0.50,0.44,0.14
-0.75,0.45,0.12
-0.91,0.46,0.22
-0.73,0.64,0.20
-0.64,0.73,0.03
-0.47,0.77,-0.04
-0.25,0.90,-0.00
0.08,0.85,-0.02
0.21,0.78,-0.10
0.49,0.70,-0.15
0.69,0.49,-0.06
0.79,0.58,0.00
0.81,0.28,0.30
0.93,0.25,-0.01
0.44,0.24,0.08
0.09,0.28,0.03
-0.20,0.40,0.26
