-0.23,0.48,0.02
-0.24,0.56,0.14
-0.14,0.67,0.05
0.02,0.68,0.00
0.09,0.65,-0.06
0.17,0.61,-0.08
0.25,0.49,-0.11
0.32,0.56,-0.17
0.49,0.50,0.15
0.46,0.52,-0.07
0.39,0.39,0.09
0.32,0.39,0.03
0.20,0.27,0.16
0.00,0.15,0.28
-0.08,0.23,0.28
-0.07,0.20,0.22
-0.13,0.23,0.11
-0.18,0.28,0.04
-0.08,0.49,0.18
-0.21,0.40,-0.08
-0.21,0.56,0.11
-0.13,0.62,-0.07
-0.14,0.70,0.04
-0.01,0.66,-0.07
0.25,0.70,-0.09
0.35,0.63,-0.18
0.41,0.53,-0.11
0.38,0.36,0.03
0.45,0.41,-0.01
0.38,0.35,0.21

