0.65,0.30,0.23
0.61,0.28,-0.02
0.33,0.21,0.06
0.16,0.24,0.00
-0.13,0.27,0.32
-0.24,0.38,0.15
-0.40,0.43,0.10
-0.59,0.42,0.24
-0.76,0.41,-0.05
-0.76,0.43,0.20
-0.52,0.78,-0.10
-0.38,0.80,0.13
-0.25,0.82,-0.06
-0.08,0.79,0.02
0.18,0.82,-0.07
0.52,0.79,-0.11
0.64,0.59,-0.11
0.61,0.40,0.31
0.76,0.33,0.03
0.44,0.25,0.24
0.25,0.29,0.11
-0.04,0.26,0.24
-0.28,0.33,0.02
-0.38,0.29,0.14
-0.59,0.40,0.11
-0.66,0.41,0.14
-0.73,0.51,0.05
-0.56,0.81,0.23
-0.34,0.74,0.11
-0.23,0.82,0.02

