-0.18,0.25,0.06
-0.23,0.31,0.03
-0.23,0.39,0.03
-0.21,0.57,0.14
-0.19,0.57,-0.01
-0.05,0.53,-0.07
0.06,0.60,-0.08
0.14,0.52,-0.15
0.09,0.46,0.00
0.12,0.32,0.05
0.22,0.46,0.04
0.26,0.38,0.02
0.29,0.40,-0.00
0.21,0.30,0.08
0.10,0.28,0.18
-0.01,0.23,0.23
-0.09,0.13,0.19
-0.16,0.23,0.35
-0.15,0.11,0.09
-0.11,0.29,0.19
-0.27,0.17,0.05
-0.20,0.42,0.14
-0.31,0.27,-0.00
-0.22,0.47,0.01
-0.14,0.55,-0.06
-0.05,0.61,-0.01
0.04,0.51,-0.12
0.15,0.62,-0.10
0.21,0.47,-0.09
0.18,0.43,-0.03
