0.40,0.70,0.10
0.49,0.68,0.13
0.18,0.41,0.26
0.24,0.32,0.23
0.18,0.55,0.47
-0.16,-0.08,0.46
0.10,0.66,-0.06
-0.18,0.85,0.19
-0.39,0.99,0.44
-0.01,0.79,0.24
0.14,0.34,0.07
0.33,0.25,0.07
0.27,0.14,-0.02
0.18,0.06,-0.04
-0.30,0.04,-0.21
-0.16,0.31,0.08
-0.42,0.63,-0.08
-0.09,0.85,-0.07
-0.04,0.75,0.05
0.20,0.73,-0.16
0.46,0.76,-0.07
0.40,0.63,-0.11
0.36,0.56,0.13
0.43,0.48,-0.09
0.33,0.42,0.26
0.23,0.34,0.14
0.07,0.26,0.30
0.04,0.14,0.20
-0.03,0.20,0.14
-0.06,0.12,0.09

