-0.19,0.67,-0.06
-0.11,0.64,0.11
0.18,0.71,-0.10
0.30,0.63,0.03
0.72,0.62,-0.38
0.65,0.44,-0.01
0.58,0.37,0.18
0.57,0.35,0.22
0.38,0.30,0.11
0.20,0.38,0.17
-0.09,0.41,0.22
-0.26,0.43,0.27
-0.40,0.42,0.12
-0.59,0.37,0.15
-0.63,0.40,-0.02
-0.63,0.55,0.10
-0.48,0.68,-0.01
-0.26,0.78,0.05
-0.26,0.69,0.07
-0.07,0.66,0.08
0.01,0.60,-0.02
0.14,0.69,-0.02
0.47,0.71,-0.10
0.59,0.54,-0.20
0.47,0.47,-0.01
0.48,0.36,0.20
0.52,0.42,0.02
0.41,0.31,0.05
0.29,0.31,0.12
-0.04,0.31,0.05

