0.34,0.54,0.01
0.44,0.43,0.03
0.48,0.45,-0.04
0.44,0.16,-0.14
0.54,0.25,0.08
0.32,0.17,0.23
0.23,0.20,0.26
0.01,0.14,0.17
-0.24,-0.05,0.33
-0.12,-0.04,0.24
-0.14,0.07,0.09
-0.28,0.14,0.10
-0.26,0.32,-0.05
-0.29,0.41,-0.07
-0.33,0.51,-0.15
-0.23,0.62,-0.01
-0.13,0.57,-0.07
-0.15,0.52,-0.01
0.06,0.67,0.03
0.21,0.51,-0.23
0.22,0.54,0.08
0.12,0.50,0.17
0.26,0.46,-0.01
0.19,0.48,0.13
0.39,0.47,0.05
0.32,0.45,-0.01
0.37,0.28,0.07
0.11,0.03,0.17
0.00,0.04,0.30
-0.15,0.01,0.24
