0.24,0.35,0.15
0.14,0.26,0.16
-0.11,0.09,0.19
-0.06,0.25,0.09
0.08,0.34,0.10
0.00,0.32,0.03
-0.05,0.29,0.15
-0.18,0.35,-0.01
-0.12,0.46,0.15
-0.22,0.47,-0.03
-0.19,0.58,0.01
-0.08,0.70,0.04
0.06,0.73,-0.06
0.20,0.67,-0.17
0.28,0.58,-0.09
0.30,0.46,-0.01
0.47,0.51,-0.05
0.44,0.42,0.06
0.42,0.38,0.07
0.18,0.28,0.15
0.15,0.28,0.24
-0.10,0.16,0.15
-0.05,0.30,0.33
-0.10,0.13,0.16
-0.13,0.18,0.07
-0.29,0.22,-0.04
-0.24,0.50,0.17
-0.27,0.49,-0.06
-0.13,0.67,0.05
-0.13,0.65,-0.01

