0.42,0.52,-0.10
0.42,0.46,0.14
0.58,0.48,0.12
0.53,0.26,0.03
0.32,0.25,0.04
0.15,0.24,0.27
0.02,0.35,0.06
-0.14,0.36,0.32
-0.41,0.43,0.16
-0.49,0.35,0.37
-0.54,0.39,0.04
-0.49,0.48,-0.09
-0.33,0.54,0.10
-0.29,0.62,-0.12
-0.21,0.66,-0.00
-0.01,0.71,-0.02
-0.00,0.55,0.13
0.02,0.55,-0.11
0.02,0.54,0.09
0.21,0.60,0.05
0.13,0.61,0.14
0.34,0.55,0.12
0.46,0.69,-0.26
0.48,0.42,-0.04
0.45,0.29,0.13
0.13,0.16,-0.10
0.02,0.16,0.30
0.04,0.32,-0.06
-0.44,0.27,0.45
-0.28,0.38,0.28
