-0.18,0.46,0.13
-0.33,0.35,-0.05
-0.18,0.55,0.10
-0.17,0.59,0.04
-0.04,0.60,0.02
0.05,0.63,-0.08
0.21,0.57,-0.08
0.23,0.52,-0.05
0.18,0.43,-0.01
0.34,0.48,0.03
0.32,0.39,0.02
0.34,0.39,0.08
0.23,0.38,0.20
0.13,0.37,0.13
0.04,0.28,0.18
-0.04,0.12,0.22
-0.15,0.04,0.07
0.04,0.19,0.18
-0.04,0.17,-0.01
-0.14,0.26,0.02
-0.24,0.31,-0.04
-0.31,0.43,-0.08
-0.22,0.62,0.13
-0.16,0.65,-0.02
-0.03,0.65,0.05
0.12,0.69,-0.04
0.26,0.63,-0.05
0.24,0.55,-0.06
0.26,0.42,0.08
0.32,0.42,-0.04

