-0.04,0.21,0.08
0.15,0.25,0.13
0.10,0.19,0.09
-0.04,-0.01,0.16
-0.16,-0.00,0.19
-0.15,-0.12,0.15
-0.33,-0.09,0.26
-0.34,-0.11,0.29
-0.49,-0.17,0.01
-0.33,-0.02,0.25
-0.60,-0.20,-0.13
-0.36,0.08,0.07
-0.68,-0.10,-0.23
-0.53,0.20,0.13
-0.45,0.13,-0.15
-0.52,0.18,-0.05
-0.28,0.33,-0.15
-0.30,0.39,-0.11
-0.07,0.36,-0.34
-0.02,0.43,0.04
0.04,0.21,-0.13
0.08,0.37,0.19
0.19,0.30,-0.02
0.04,0.32,-0.01
0.27,0.39,0.25
-0.05,0.30,0.10
0.00,0.21,0.38
-0.26,0.09,0.29
-0.59,-0.07,0.24
-0.58,0.07,0.13
