-0.17,0.56,0.13
-0.25,0.53,0.02
-0.04,0.60,0.06
0.04,0.62,-0.04
0.13,0.61,-0.12
0.13,0.54,-0.13
0.15,0.45,0.06
0.26,0.41,-0.03
0.25,0.36,-0.02
0.28,0.22,0.14
0.17,0.24,0.08
0.13,0.21,0.25
0.06,0.25,0.22
-0.15,-0.00,0.18
-0.17,0.13,0.27
-0.22,0.03,0.04
-0.12,0.18,0.05
-0.15,0.15,-0.07
-0.12,0.33,0.06
-0.11,0.31,-0.14
-0.12,0.43,0.11
-0.13,0.48,-0.03
-0.04,0.56,0.17
-0.01,0.58,-0.00
0.01,0.57,-0.04
0.09,0.50,-0.15
0.01,0.46,0.04
0.28,0.49,0.01
0.17,0.48,0.07
0.29,0.38,0.07
