-0.03,0.63,-0.10
0.11,0.69,-0.03
0.24,0.68,-0.14
0.23,0.61,-0.00
0.25,0.39,0.00
0.40,0.48,0.08
0.44,0.42,0.16
0.30,0.45,0.03
0.25,0.34,0.19
0.05,0.24,0.24
-0.02,0.16,0.18
-0.03,0.24,0.25
-0.05,0.19,-0.01
-0.19,0.21,0.12
-0.19,0.28,0.00
-0.17,0.40,-0.01
-0.31,0.51,0.11
-0.17,0.64,-0.03
-0.17,0.57,0.02
-0.05,0.57,-0.09
0.16,0.62,-0.11
0.19,0.61,-0.07
0.30,0.47,-0.04
0.32,0.47,0.13
0.39,0.46,0.06
0.37,0.44,0.03
0.30,0.31,0.07
0.18,0.38,0.14
0.10,0.23,0.22
0.00,0.27,0.30


