
-0.10,0.35,-0.23
-0.28,0.29,-0.12
-0.31,1.43,1.04
-0.36,0.29,-0.32
-0.37,0.60,0.39
-0.16,0.37,-0.09
-0.11,0.52,-0.35
-1.48,0.47,1.04
-0.40,0.49,0.02
-0.45,0.43,0.07
-0.25,0.50,0.03
-0.35,0.50,0.00
-0.29,0.45,-0.09
-0.42,0.34,-0.08
-0.46,0.42,-0.04
-0.35,0.42,0.02
-0.30,0.42,0.02
-0.14,0.45,0.05
-0.18,0.44,0.04
0.02,0.44,0.06
0.02,0.44,0.05
0.13,0.51,-0.13
-0.04,0.43,0.05
-0.01,0.41,0.07
0.01,0.42,0.06
0.11,0.42,-0.08
0.04,0.43,0.05
0.04,0.43,0.04
0.03,0.43,0.05
0.04,0.42,0.05
