0.29,0.35,0.15
0.40,0.43,-0.07
0.25,0.26,0.05
0.17,0.29,0.17
0.04,0.18,0.13
-0.07,0.16,0.18
-0.11,0.22,0.19
-0.12,0.21,0.07
-0.10,0.30,0.09
-0.24,0.26,0.07
-0.14,0.37,0.03
-0.25,0.41,0.03
-0.12,0.49,0.04
-0.10,0.50,0.02
0.07,0.57,-0.04
0.03,0.52,-0.06
0.26,0.65,-0.09
0.26,0.59,-0.13
0.19,0.37,0.02
0.35,0.45,-0.05
0.40,0.34,-0.08
0.34,0.34,0.22
0.28,0.41,0.14
0.10,0.25,0.26
-0.02,0.17,0.28
-0.06,0.21,0.29
-0.15,0.06,0.06
-0.11,0.29,0.08
-0.20,0.24,0.05
-0.20,0.39,0.03

