-0.05,0.73,0.53
-0.44,0.53,0.38
-0.58,0.83,0.14
0.14,1.22,0.02
-0.08,1.21,0.32
0.11,1.30,-0.44
0.00,0.99,-0.08
0.57,1.04,-0.69
0.72,0.80,-0.55
1.00,0.63,-0.54
0.46,0.18,-0.02
-0.05,-0.08,1.04
-0.68,0.29,1.04
-0.63,0.62,0.76
-0.55,0.83,-0.26
-0.06,0.97,-0.16
0.25,0.99,-0.62
0.41,0.84,-0.50
0.76,0.74,-0.39
0.67,0.42,-0.06
1.02,0.28,-0.06
0.89,0.12,-0.05
0.18,0.20,0.19
-0.22,0.89,0.27
-0.78,1.18,1.04
-0.49,0.84,0.25
0.12,0.80,0.41
0.38,0.64,0.99
-0.13,0.64,0.35
-0.41,0.73,0.48

