0.28,0.34,0.08
0.17,0.42,-0.00
-0.17,0.49,0.13
0.07,0.56,-0.04
-0.36,0.50,0.17
-0.36,0.56,0.10
-0.49,0.49,0.24
-0.43,0.60,0.04
-0.55,0.60,-0.03
-0.58,0.75,0.26
-0.57,0.75,-0.03
-0.43,0.89,0.21
-0.16,0.94,-0.06
-0.00,0.85,-0.06
0.26,0.76,-0.17
0.33,0.61,-0.22
0.72,0.65,-0.02
0.70,0.38,0.01
0.88,0.35,0.31
0.39,0.19,0.21
0.29,0.24,0.13
0.12,0.36,0.19
-0.51,0.50,0.16
-0.85,0.38,0.11
-0.45,0.51,-0.16
-0.10,0.65,-0.02
-0.08,0.64,0.04
0.14,0.68,0.16
0.14,0.63,0.04
0.20,0.47,0.01

