0.05,0.06,-0.08
-0.11,0.05,0.26
-0.06,0.02,-0.23
-0.02,0.10,-0.11
-0.09,0.07,-0.18
-0.49,0.27,0.45
-0.18,-0.02,-0.12
0.04,0.30,0.27
-0.16,0.13,0.21
-0.19,0.06,-0.06
-0.04,0.23,-0.13
-0.15,0.08,0.00
0.20,0.23,0.13
0.50,0.26,0.15
0.52,0.07,0.05
0.19,-0.10,0.19
0.11,-0.23,0.11
-0.19,-0.30,0.04
-0.33,-0.11,0.08
-0.20,0.30,0.09
-0.35,0.35,0.01
-0.37,0.57,-0.10
-0.28,0.77,0.09
-0.23,0.87,0.10
0.04,0.86,0.12
0.04,0.66,-0.01
0.11,0.67,-0.06
0.20,0.61,-0.06
0.16,0.64,-0.03
0.34,0.47,0.04

